adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,keywords
False,,0,Comedy;Drama;Foreign;Romance,,46976,tt0094331,en,Wish You Were Here,"In a staid English seaside town after the Second World War, young Lynda grows up with her widowed father and younger sister. Rebellious Lynda has been swearing constantly from an early age. At sixteen, she becomes more exhibitionist and seeks out sexual encounters challenging the prevailing lower-middle class attitudes to sex. She eventually becomes pregnant by an acquaintance of her father.",0.290331,/cCPU3K1QUXAElgKvKTSDlGVPtdi.jpg,Channel Four Films;Zenith Entertainment,,1987-07-24,0,92,en,Released,Some people march to the beat of a different drummer. Lynda’s got her own brass band.,Wish You Were Here,False,5.8,18,england;rebel;postwar period;pregnant minor;teenage girl
False,,0,Horror;Science Fiction,,3019,tt0022835,en,Dr. Jekyll and Mr. Hyde,"Based on the story by Robert Louis Stevenson, Dr. Henry Jekyll believes that there are two distinct sides to men - a good and an evil side. He believes that by separating the two man can become liberated. He succeeds in his experiments with chemicals to accomplish this and transforms into Hyde to commit horrendous crimes. When he discontinues use of the drug it is already too late...",4.749049,/4JBPHhuK9su6C6Cjz4e6eXD5ZrI.jpg,Paramount Pictures,,1931-12-31,0,98,en,Released,Put yourself in her place! The dreaded night when her lover became a madman!,Dr. Jekyll and Mr. Hyde,False,7.3,56,london england;double life;jekyll and hyde
False,,60000000,Comedy;Drama,http://www.theterminal-themovie.com/,594,tt0362227,en,The Terminal,"Viktor Navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at Kennedy Airport, where he's holding a passport that nobody recognizes. While quarantined in the transit lounge until authorities can figure out what to do with him, Viktor simply goes on living – and courts romance with a beautiful flight attendant.",14.092373,/f4Dup6awDfDqAHKgWqNJ2HFw1qN.jpg,DreamWorks SKG;Amblin Entertainment;Parkes/MacDonald Productions,,2004-06-17,219417255,128,bg;en;fr;ru;es,Released,Life is waiting.,The Terminal,False,7.1,1974,new york;airport;marriage proposal;translation;craftsman;stewardess;illegal immigration;language barrier;jfk international airport;immigration law;fast food restaurant;security camera;jazz musician;saxophonist;autograph;passport;eastern europe;friendship
False,,0,Drama;Family,,8981,tt0377752,en,Dear Frankie,"Nine-year-old Frankie and his single mum Lizzie have been on the move ever since Frankie can remember, most recently arriving in a seaside Scottish town. Wanting to protect her deaf son from the truth that they've run away from his father, Lizzie has invented a story that he is away at sea on the HMS Accra. Every few weeks, Lizzie writes Frankie a make-believe letter from his father, telling of his adventures in exotic lands. As Frankie tracks the ship's progress around the globe, he discovers that it is due to dock in his hometown. With the real HMS Accra arriving in only a fortnight, Lizzie must choose between telling Frankie the truth or finding the perfect stranger to play Frankie's father for just one day...",3.571208,/7AaqSCwERgN6fe5dRvhiC4NlzjU.jpg,Scottish Screen;Pathé Pictures International;UK Film Council;Inside Track Productions;Sigma Films;Scorpio Films,,2004-05-18,0,105,en,Released,,Dear Frankie,False,7.1,48,scotland;father son relationship;single parent;loss of father;violent father;letter;ship;father;little boy;independent film;deaf;woman director
False,,74500000,Adventure;Drama;Family,,1997,tt0338512,en,Deux frères,"Two tigers are separated as cubs and taken into captivity, only to be reunited years later as enemies by an explorer (Pearce) who inadvertently forces them to fight each other.",5.300303,/2hPS88Tel8UHkCMMbvB700wUzbr.jpg,Pathé Renn Productions;TF1 Films Production;Canal+;Pathe;Two Brothers Productions,,2004-04-07,62172050,109,en;fr;th,Released,"Two infant tiger cubs, separated from their parents and each other.",Two Brothers,False,6.9,185,brother brother relationship;loss of brother;cambodia;chase;tiger;governor;royalty;travelling circus;archaeologist
False,,0,Drama;Foreign;Thriller,,2912,tt0064106,fr,Le Boucher,"An unlikely friendship between a dour, working class butcher and a repressed schoolteacher coincides with a grisly series of Ripper-type murders in a provincial French town.",2.183945,/8yVgLdLOJNQLcvkp5PuWHMLP60G.jpg,Euro-International Film;Les Films de la Boétie,,1970-02-27,0,90,fr,Released,,The Butcher,False,7.0,36,vietnam veteran;province;butcher;french movies;french noir
False,,6000000,,,1777,tt0361596,en,Fahrenheit 9/11,Michael Moore's view on what happened to the United States after September 11; and how the Bush Administration allegedly used the tragic event to push forward its agenda for unjust wars in Afghanistan and Iraq.,6.83946,/vZYGLqVV4qnAknyxnFrhDQNl1SS.jpg,BIM Distribuzione;Fellowship Adventure Group,,2004-06-25,119114517,122,ar;en,Released,Controversy... what controversy?,Fahrenheit 9/11,False,6.9,403,skab under tv;Øverste hylde;foran
False,,75000000,Action;Drama;Thriller,https://www.uphe.com/movies/the-bourne-supremacy,2502,tt0372183,en,The Bourne Supremacy,"When a CIA operation to purchase classified Russian documents is blown by a rival agent, who then shows up in the sleepy seaside village where Bourne and Marie have been living. The pair run for their lives and Bourne, who promised retaliation should anyone from his former life attempt contact, is forced to once again take up his life as a trained assassin to survive.",20.40426,/jXwZgmqOtsqsXuB9oGhocOAegCM.jpg,Universal Pictures;The Kennedy/Marshall Company;Hypnotic;Motion Picture THETA Produktionsgesellschaft;Ludlum Entertainment,,2004-07-23,288500217,108,en;ru;de;it,Released,They should have left him alone.,The Bourne Supremacy,False,7.2,2873,berlin;assassin;based on novel;amnesia;sniper;lie;sequel;suspense;on the run;shootout;espionage;violence;foot chase;car chase;exploding house;though guy;one against many;rail car;dark past;moscow;hand to hand combat
False,,100000000,Action;Crime,,314,tt0327554,en,Catwoman,"Liquidated after discovering a corporate conspiracy, mild-mannered graphic artist Patience Phillips washes up on an island, where she's resurrected and endowed with the prowess of a cat -- and she's eager to use her new skills ... as a vigilante. Before you can say ""cat and mouse,"" handsome gumshoe Tom Lone is on her tail.",13.340272,/3E1XPZ2lZmL4lJV1KSUi1jaSx3w.jpg,Village Roadshow Pictures;DiNovi Pictures;Warner Bros.;Frantic Films;Maple Shade Films;Catwoman Films,,2004-07-22,82102379,104,es;en,Released,CATch her in IMAX,Catwoman,False,4.2,833,white russian;sex;dc comics;beauty;sexism;basketball;superheroine;female protagonist;evil corporation;catwoman;masked superhero;cat lady
False,,0,Thriller;Crime;Comedy;Action;Adventure,,69526,tt0064045,en,The Assassination Bureau,The Assassination Bureau has existed for decades (perhaps centuries) until Diana Rigg begins to investigate it. The high moral standing of the Bureau (only killing those who deserve it) is called into question by her. She puts out a contract for the Bureau to assassinate its leader on the eve of World War I.,6.833346,/gaem99suyMuWcq0l7R8Ut74QwO1.jpg,Paramount Pictures,,1969-03-09,0,110,it;en;fr,Released,Zeppelins. Bombs. Bordellos. Burials. You name It. We have It.,The Assassination Bureau,False,5.8,14,dirigible
False,,60000000,Drama;Mystery;Thriller,,6947,tt0368447,en,The Village,"When a willful young man tries to venture beyond his sequestered Pennsylvania hamlet, his actions set off a chain of chilling incidents that will alter the community forever.",8.172707,/v7UvYtKfIVaHLaHwVgfalyrK7Ho.jpg,Scott Rudin Productions;Touchstone Pictures;Blinding Edge Pictures,,2004-07-30,256697520,108,en,Released,There is no turning back,The Village,False,6.2,1101,secret;forest;rural setting;blindness;courtship;mentally handicapped man;human nature;aura;romantic;village council
False,,0,Drama,,2003,tt0348529,en,Anatomie de l'enfer,"A man rescues a woman from a suicide attempt in a gay nightclub. Walking the streets together, she propositions him: She'll pay him to visit her at her isolated house for four consecutive nights. There he will silently watch her. He's reluctant, but agrees. As the four nights progress, they become more intimate with each other, and a mutual fascination/revulsion develops. By the end of the four-day ""contract"", these two total strangers will have had a profound impact on each other.",4.579395,/3Paqxno3bGZMazRyFBkKmk5SM5L.jpg,Canal Plus;CB Films;Centre National de la Cinématographie;Flach Films;TLA Releasing,,2004-01-28,0,88,fr,Released,,Anatomy of Hell,False,5.2,29,gay;sex;women's sexual identity;nightclub;blow job;man-woman relation;menstruation;homosexuality;unsimulated sex;woman director
False,,0,Drama,http://www.motorcyclediariesmovie.com/,1653,tt0318462,es,Diarios de motocicleta,"""The Motorcycle Diaries"" is based on the journals of Che Guevara, leader of the Cuban Revolution. In his memoirs, Guevara recounts adventures he, and best friend Alberto Granado, had while crossing South America by motorcycle in the early 1950s.",7.667491,/uNMLsBv48WwIohS7n5DVe1fsFcb.jpg,Senator Film Produktion;Wildwood Enterprises;Sound for Film;Inca Films S.A.;Filmfour;BD Cine;Tu Vas Voir Productions;Sahara Films,,2004-02-06,16756372,126,qu;es,Released,Before he changed the world the world changed him.,The Motorcycle Diaries,False,7.2,295,brazilian;revolution;communist;asthma;peru;chile;cuban revolution;che guevara;argentina;motorcycle;guajira peninsula;leper colony;biochemist
False,,25000000,Drama,,866,tt0308644,en,Finding Neverland,Finding Neverland is an amusing drama about how the story of Peter Pan and Neverland came to be. During a writing slump play writer J.M. Barrie meets the widowed Sylvia and her three children who soon become an important part of Barrie’s life and the inspiration that lead him to create his masterpiece “Peter Pan.”,15.529604,/7VNtGDhKLefRhJWYokfP3hBh0uV.jpg,Miramax Films;Film Colony,,2004-10-17,116766556,106,en,Released,Where will your imagination take you?,Finding Neverland,False,7.2,1269,skab under tv;Øverste hylde;foran
False,,100000000,Adventure;Action;Thriller;Mystery,,2059,tt0368891,en,National Treasure,"Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.",18.932203,/luMoc56LLMWUt60vUNNpwxrbTNt.jpg,Walt Disney Pictures;Jerry Bruckheimer Films;Saturn Films;Junction Entertainment,,2004-11-19,347451894,131,la;en;es,Released,The greatest adventure history has ever revealed.,National Treasure,False,6.4,1974,riddle;treasure;treasure hunt;archaeologist;archeology 
False,,5000000,Crime;Drama;Romance;Thriller,http://www.lamalaeducacion.com,140,tt0275491,es,La mala educación,"Two children, Ignacio and Enrique, know love, the movies and fear in a religious school at the beginning of the 1960s. Father Manolo, director of the school and its professor of literature, is witness to and part of these discoveries. The three are followed through the next few decades, their reunion marking life and death.",7.66414,/2wPhxmIveLgp8ClczFSHQhupF29.jpg,Televisión Española TVE;Canal+ España;El Deseo S.A.,,2004-03-19,40266982,106,es,Released,,Bad Education,False,7.1,223,individual;transvestism;gay;spain;sexual identity;transsexuality;drug abuse;sexual abuse;madrid;film business;screenplay;friendship;boarding school;priest;teacher;catholicism
False,,27000000,Drama;Romance,,2288,tt0376541,en,Closer,"A witty, romantic, and very dangerous love story about chance meetings, instant attractions, and casual betrayals. Two couples disintegrate when they begin destructive adulterous affairs with each other.",10.860952,/fGGaokx4k00S0J603VG53Qlr9jz.jpg,Columbia Pictures,,2004-12-01,115505027,104,en,Released,"If you believe in love at first sight, you never stop looking.",Closer,False,6.7,845,father son relationship;love at first sight;photographer;loss of lover;cheating;lie;forbidden love;tea;lover;kiss;photography;secret love;times square;liar;sexchat;based on play or musical;death of father;falling in love
False,,110000000,Thriller;Crime,http://oceans12.warnerbros.com/,163,tt0349903,en,Ocean's Twelve,"Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam – but a Europol agent is hot on their heels.",11.869347,/nS3iDLQuy13XY1JH58NNl1rCuNN.jpg,Village Roadshow Pictures;Section Eight;Jerry Weintraub Productions;Warner Bros.;WV Films III,,2004-12-09,362744280,125,fr;it;nl;zh;en,Released,Twelve is the new eleven.,Ocean's Twelve,False,6.4,2169,sequel;fabergé egg;dutch eastindian company;second;part;golden egg;goon
False,,245000,Drama;Romance;War,,3060,tt0015624,en,The Big Parade,"The story of an idle rich boy who joins the US Army's Rainbow Division and is sent to France to fight in World War I, becomes friends with two working class men, experiences the horrors of trench warfare, and finds love with a French girl.",2.084627,/g5TgTrPcpJcWkCDF4v3xFzyjoGL.jpg,Metro-Goldwyn-Mayer (MGM),,1925-11-05,22000000,151,,Released,,The Big Parade,False,7.0,22,world war i;silent film
False,,546883,Drama;History,,1405,tt0015881,en,Greed,Greed is the classic 1924 silent film by Erich von Stroheim about a woman who wins the lottery thus becoming obsessed with money and ruining her marriage and the people around her. The film was originally 10 hours long and dramatically and realistically depicted word for word the Frank Norris novel McTeague. Only about 2 hours exist today as it is considered the 'Holy Grail' of lost films.,6.925081,/a5ksTkNrHR3o3hJiFgM2uMfYaRR.jpg,Metro-Goldwyn-Mayer (MGM),,1924-12-04,0,140,en,Released,,Greed,False,7.5,25,gold;lottery;marriage;murder;money;tragedy;poverty;wedding;gold mine;dentist;death;lottery ticket
False,,0,Drama;Thriller;Romance,,905,tt0018737,de,Die Büchse der Pandora,The rise and inevitable fall of an amoral but naive young woman whose insouciant eroticism inspires lust and violence in those around her.,2.617488,/5JWpM8EzdbbSnKBxNuIzAoq2odJ.jpg,Nero Films,,1929-01-30,0,109,de,Released,,Pandora's Box,False,7.6,46,london england;casino;irony;forbidden love;loss of husband;reward;silent film
False,,0,Drama;Fantasy;Romance,,4558,tt0041719,fr,Orphée,"At the Café des Poètes in Paris, a fight breaks out between the poet Orphée (Jean Marais) and a group of resentful upstarts. A rival poet, Cègeste (Edouard Dermit), is killed, and a mysterious princess (María Casares) insists on taking Orpheus and the body away in her Rolls-Royce. Orphée soon finds himself in the underworld, where the Princess announces that she is, in fact, Death. Orpheus escapes in the car back to the land of the living, only to become obsessed with the car radio.  This film is the central part of Cocteau's Orphic Trilogy, which consists of The Blood of a Poet (1930), Orpheus (1950) and Testament of Orpheus (1960).",5.017839,/1bjJaY0LakXwnUwEuWD5tw8CTui.jpg,Films du Palais Royal;Andre Paulve Film,,1950-09-29,0,95,fr,Released,,Orpheus,False,8.0,46,paris;orpheus;mythology;greek mythology
False,,0,Crime;Drama,,800,tt0042804,es,Los Olvidados,"A group of juvenile delinquents live a violent and crime-filled life in the festering slums of Mexico City, and the morals of young Pedro are gradually corrupted and destroyed by the others.",3.563355,/idlIL3hkPlFo7yRaN9ipC9ZEe9o.jpg,Ultramar Films,,1950-11-09,0,85,es,Released,,Los Olvidados,False,7.9,70,slum;mexico;homelessness;fair;delinquent;approved school ;teacher;rebellious youth;alcoholic;older woman younger man relationship
False,,0,Drama;Crime;Mystery;Comedy,,750,tt0055205,en,Murder She Said,Miss Marple believes she’s seen a murder in a passing by train yet when the police find no evidence she decides to investigate it on her own. Her inquisitions lead her to a mountain top. The first of four films starring Margaret Rutherford as Miss Marple that all achieved cult status.,7.261845,/iniMlncVkZzQTZ3kLU6eEtoZz0V.jpg,Metro-Goldwyn-Mayer (MGM),,1961-01-01,0,87,en,Released,Who is the blonde in the box?,Murder She Said,False,7.0,31,poison;country estate;amateur detective;detective inspector;golf;false identity;employment agency;miss marple;murder mystery
False,,0,Drama;Mystery;Crime,,4025,tt0057426,en,The Prize,"For some reason, this year's Nobel prize in literature has been awarded to the young author Andrew Craig, who seems to be more interested in women and drinking than writing. Another laureate is Dr. Max Stratman, the famous German-American physicist who comes to Stockholm with his young and beautiful niece Emily. The Foreign Department also gives him an assistant during his stay, Miss Andersson. Craig soon notices that Dr. Stratman is acting strangely. The second time they meet, Dr. Stratman does not even recognize him.",1.502123,/bMxcZjfvQzLPhT4aCjzTPZwmcgS.jpg,Roxbury Productions,,1963-12-25,0,134,en,Released,He ordered a martini...kissed a girl...and was plunged into a nightmare of danger.,The Prize,False,6.4,17,nobel prize;nobel prize laureate;doppelganger
False,,0,Horror,,3763,tt0058430,ja,鬼婆,"In medieval times, on a remote plain, a widow and her mother-in-law kill wandering samurai, put their bodies in a hole in the ground and sell their armour and valuables, until the daughter-in-law falls in love with one of their intended victims.",3.614257,/vmYQu00fP8fXQA7DksKs42ZNlta.jpg,Kindai Eiga Kyokai,,1964-11-21,0,103,ja,Released,"Evil is the heart when wars, tragedy, death, sweep away the civilized veneer and reveal the primitive beneath.",Onibaba,False,7.6,73,women;jealousy;samurai;deserter;hold-up robbery;war;schilf;bamboo hut;murder;survival;demon
False,,0,Documentary;Music,,135,tt0061589,en,Dont Look Back,"In this wildly entertaining vision of one of the twentieth century’s greatest artists, Bob Dylan is surrounded by teen fans, gets into heated philosophical jousts with journalists, and kicks back with fellow musicians Joan Baez, Donovan, and Alan Price.",2.676174,/zvhF0dug5OL3NYENkDjHU89cr4I.jpg,Docurama,,1967-05-17,0,96,en,Released,,Dont Look Back,False,7.5,35,england;guitar;rock star;pop star;musician;bob dylan;tour;rock;private life;concert;folk;cinéma vérité;donovan
False,,450000,TV Movie;Action;Thriller,,839,tt0067023,en,Duel,"Travelling businessman, David Mann, angers the driver of a rusty tanker whilst crossing the Californian desert. A simple trip turns deadly as Mann struggles to stay on the road while the tanker plays cat and mouse with his life.",12.331251,/7VZVdqGMYs3swjVbKp4Bhf8Xfne.jpg,Universal Television,,1972-10-01,0,74,en,Released,Fear is the driving force.,Duel,False,7.2,374,terror;california;falsely accused;gas station;cliff;chase;deputy;travelling person;panic;car crash;salesman;stalking;monologue;cowardliness;desert;truck driver;based on short story;road rage;school bus;abc movie of the week;dangerous driving;eighteen wheeler;locked bumpers;overheating;railroad crossing
False,,0,Romance;Comedy,,5618,tt0072826,fr,"Cousin, Cousine","Two distant cousins meet at a wedding banquet for an elderly couple. Over time, a close friendship develops between them, but their spouses begin to think that they are more than just friends.",0.624726,/z3iGJixiABlkXbiloRQWHsrIIFB.jpg,Les Films Pomereu;Gaumont International,,1975-11-19,0,95,fr,Released,,"Cousin, Cousine",False,7.3,4,female nudity;cousin;friendship;wedding
False,,2500000,Crime;Mystery;Thriller,,1835,tt0072973,en,"Farewell, My Lovely","Los Angeles private eye Philip Marlowe is hired by paroled convict Moose Malloy to find his girlfriend Velma, former seedy nightclub dancer.",3.875842,/kqEXKX5I3YwOZ4goYBh3GtWdSFv.jpg,ITC Entertainment;E.K.,,1975-08-08,2000000,95,en,Released,"I need another drink... I need a lot of life insurance... I need a vacation.... and all I've got is a coat, a hat, and a gun!","Farewell, My Lovely",False,6.8,26,suspicion of murder;planned murder;los angeles;philip marlowe
False,,10000000,Action;Adventure;Crime;Drama;Romance,http://www.rumblefishdvd.com/,232,tt0086216,en,Rumble Fish,"Rusty James, an absent-minded street thug struggles to live up to his legendary older brother's reputation, and longs for the days when gang warfare was going on.",8.20519,/pwXuTYNhKucg40HzEhUQDpm2FQm.jpg,Universal Pictures,,1983-10-20,2494480,94,en,Released,Rusty James can't live up to his brother's reputation. His brother can't live it down.,Rumble Fish,False,6.8,141,street gang;billard;colour-blindness;gang
False,,0,Drama,,30707,tt0086355,en,Star 80,"Paul Snider is a narcissistic, small time hustler who fancies himself a ladies man. His life changes when he meets Dorothy Stratten working behind the counter of a Dairy Queen.",4.119518,/j5DAEigYLAX5ECWBLE5VoTbdUou.jpg,Warner Bros.;The Ladd Company,,1983-11-11,6472990,103,en,Released,,Star 80,False,6.1,19,violent husband;biography;playboy;fame;vancouver;centerfold;hugh hefner
False,,3000000,Adventure;Family;Fantasy;Science Fiction;TV Movie,,1884,tt0087225,en,The Ewok Adventure,"The Towani family civilian shuttlecraft crashes on the forest moon of Endor. The four Towani's are separated. Jermitt and Catarine, the mother and father are captured by the giant Gorax, and Mace and Cindel, the son and daughter, are missing when they are captured. The next day, the Ewok Deej is looking for his two sons when they find Cindel all alone in the shuttle (Mace and Cindel were looking for the transmitter to send a distress call), when Mace appears with his emergency blaster. Eventually, the four-year old Cindel is able to convince the teenage Mace that the Ewoks are nice. Then, the Ewoks and the Towani's go on an adventure to find the elder Towanis.",5.056089,/nBj50ywoyBPHlXXIByIxzgjPWPZ.jpg,Lucasfilm;Korty Films,,1985-02-13,0,96,en,Released,You'll live the adventure... You'll love it's heroes.,The Ewok Adventure,False,5.9,46,parent child relationship;monster;space marine;magic;fantasy;dangerous;bravery;forest;caravan;fairy-tale figure;space;rescue;spin off
False,,0,Mystery;Thriller;Crime,,31696,tt0102220,en,A Kiss Before Dying,"Infatuated with the idea of becoming rich, college student Jonathan Corliss secretly dates Dorothy Carlsson to gain the approval of her wealthy father. When Dorothy tells Jonathan that she is pregnant and that her father will deny her inheritance if he finds out, Jonathan murders her, but he stages her death as a suicide. As Jonathan works his way onto Mr. Carlsson's payroll, Dorothy's twin sister, Ellen, investigates the apparent suicide.",6.073468,/jmMwYNfkcKaH2GKgGq9VlRlYjWZ.jpg,Universal Pictures;Initial Pictures;Kellgate Limited,,1991-04-26,15429177,95,en,Released,Loving him was easy. Trusting him was deadly.,A Kiss Before Dying,False,5.6,17,sex;cupboard;girlfriend;remake;train;impostor;twins;cult film;dual role;neo-noir
False,,0,Animation;Mystery;Thriller,,8983,tt0109791,de,Felidae,A domestic house cat named Francis investigates the grisly feline murders taking place in his new neighborhood.,2.225467,/giCO9A4BVccJEFSdfV9qXVMCxt1.jpg,Anchor Bay Films,,1994-11-03,0,82,de,Released,The cat thriller!,Felidae,False,6.3,31,detective;cat;computer;revier;murder;extreme violence;death;cat fight
False,,0,Comedy;Crime,,1283,tt0120868,es,"Torrente, el brazo tonto de la ley","Torrente, The Stupid Arm of The Law by Santiago Segura stars Javier Cámara as a corrupt, poor, delusional, sexist, egocentric, drunk and right-winged Madrid cop named Torrente. This over the top comedy shows Torrente on his search for heroin drug dealers and the outrageous characters he passes on his way. A cult film and one of the funniest Spanish films was the most successful box-office film.",3.809138,/mLSGLT03jd3G4svLFEYOKY3O82W.jpg,CARTEL S.A.;Rocabruno S.A.,,1998-03-13,0,97,es,Released,,"Torrente, the Dumb Arm of the Law",False,6.2,52,chinese mafia;police officer
False,,2888030,Crime;Action;Comedy,http://www.bangboombang.de/,344,tt0135790,de,Bang Boom Bang - Ein todsicheres Ding,Bank robber Kelle Grabowski escapes from prison while his unemployed smalltime crook buddy is sitting around doing nothing after he just lost all their money. A fast paced comedy from German director Peter Thorwarth.,3.931984,/kygnsfdP8wnMa2DBp9gloNSk69L.jpg,Senator Film Produktion;Becker & Häberle Filmproduktion GmbH;Traumwerk Filmproduktion GmbH,,1999-08-26,0,110,de,Released,,"Bang, Boom, Bang",False,7.5,52,prison;pornography;airport;ford taunus;mercedes benz;mallorca;thumb;vault;drug
False,,0,Drama;Action;Thriller;Crime,,2463,tt0216165,cn,暗戰,Police inspector and excellent hostage negotiator Ho Sheung-Sang finds himself in over his head when he is pulled into a 72 hour game by a cancer suffering criminal out for vengeance on Hong Kong's organized crime syndicates.,4.075709,/1DoZOHrAtZhoLYIg27DncmcWsTS.jpg,,,1999-09-23,0,93,cn;en,Released,,Running Out of Time,False,7.5,31,terminal illness;thief;revenge;murder;hong kong
False,,0,Fantasy;Animation;Horror;Comedy;Thriller;Science Fiction,http://www.bloodthemovie.com/,919,tt0275230,en,Blood: The Last Vampire,"In Japan, the vampire-hunter Saya, who is a powerful original, is sent by her liaison with the government, David, posed as a teenage student to the Yokota High School on the eve of Halloween to hunt down vampires. Saya asks David to give a new katana to her. Soon she saves the school nurse Makiho Amano from two vampires disguised of classmates and Makiho witnesses her fight against the powerful demon.",2.925291,/3ySU3xS4g9KeJNCNDbVniOs3KmG.jpg,Aniplex;Production I.G.,,2000-11-18,0,48,en;ja,Released,,Blood: The Last Vampire,False,6.6,76,military base;victim of murder;jeep;anime
False,,0,Comedy;Drama,,4326,tt0322545,de,Herr Lehmann,"In October 1989, the part of the West Berlin borough of Kreuzberg called SO 36, had been largely shut off by the Wall from the rest of the city for 28 years. A lethargic sub-culture of students, artists, bohemians and barflys had flourished among crumbling buildings. Part of that microcosm is barkeeper Frank, semi-formally called 'Herr Lehmann' by friends and patrons. He hangs out drinking, sports utter disregard for anything beyond SO 36 and lazily pursues an affair with cook Katrin. His lifestyle is gradually disturbed, when his parents show up for a visit, things go awry with Katrin and his best friend Karl starts to act strange. Meanwhile, political turmoil mounts on the other side of the Wall.",5.345104,/cQpVHSuUz8M0N2zXwsTjKCEXiGZ.jpg,Boje Buck Produktion,,2003-10-01,0,105,de,Released,,Herr Lehmann,False,6.9,31,kreuzberg
False,,47000000,Drama,,2841,tt0344510,fr,Un long dimanche de fiançailles,"In 1919, Mathilde was 19 years old. Two years earlier, her fiancé Manech left for the front at the Somme. Like millions of others he was ""killed on the field of battle."" It's written in black and white on the official notice. But Mathilde refuses to believe it. If Manech had died, she would know. She hangs on to her intuition as tightly as she would onto the last thread of hope linking her to her lover. A former sergeant tells her in vain that Manech died in the no man's land of a trench named Bingo Crepescule, in the company of four other men condemned to die for self-inflicted wounds. Her path ahead is full of obstacles but Mathilde is not frightened. Anything is possible to someone who is willing to challenge fate...",10.896295,/jtE7Xrj8KKnhGI3p2yCgwrtUCnd.jpg,Gerber Pictures;2003 Productions;TF1 Films Production;Canal+;Warner Bros.;Région Ile-de-France;Tapioca Films;Centre National de la Cinématographie (CNC);Région Bretagne;Région Poitou-Charentes,,2004-10-26,0,133,co;fr;de,Released,Never let go,A Very Long Engagement,False,7.1,352,paris;prostitute;loss of lover;amnesia;bodily disabled person;world war i;wheelchair;brittany;lighthouse;verdun;lighthouse keeper   ;teenage crush;disappearance;soldier;illegal prostitution;private detective;missing person;polio;trenches
False,,80000000,Comedy,,2539,tt0371246,en,Spanglish,"Mexican immigrant and single mother Flor Moreno finds housekeeping work with Deborah and John Clasky, a well-off couple with two children of their own. When Flor admits she can't handle the schedule because of her daughter, Cristina, Deborah decides they should move into the Clasky home. Cultures clash and tensions run high as Flor and the Claskys struggle to share space while raising their children on their own, and very different, terms.",11.202764,/eXsj4d6kP5z1n9Pkk7rosX2TF9w.jpg,Gracie Films;Columbia Pictures Corporation,,2004-12-17,55041367,130,es;en,Released,Every family has a hero.,Spanglish,False,5.8,375,upper class;mother;single parent;parent child relationship;wife husband relationship;cook;milieu;illegal immigration;immigrant;language barrier;family's daily life;platonic love;deceived husband;class society;hysteria;biography;united states–mexico barrier;relationship problems;class;language course;single;mother daughter relationship;american;mexican;father figure
False,,0,Drama,http://www.pathedistribution.com/accueil/filmcatalogue.php?IDFilm=498,5528,tt0372824,fr,Les Choristes,"Set in 1940's France, a new teacher at a school for disruptive boys gives hope and inspiration.",14.758133,/8nxYEvYYRYNF9JY32eDLgJlZdpl.jpg,France 2 Cinéma;Galatée Films;Pathé Renn Productions;Novo Arturo Films;Vega Film,,2004-03-17,0,96,fr,Released,,The Chorus,False,7.5,553,penalty;choir;diary;musical;boy's choir;dormitory;music;boarding school;children;principal;boys' boarding school;1940s
False,,0,Comedy;Documentary,http://www.theyesmen.org/,3396,tt0379593,en,The Yes Men,"A comic, biting and revelatory documentary following a small group of prankster activists as they gain worldwide notoriety for impersonating the World Trade Organization (WTO) on television and at business conferences around the world.",2.647884,/lbwXEMe4fz6hj3ySwgstRJx38Wz.jpg,,,2003-09-07,0,80,en,Released,Changing the world one prank at a time.,The Yes Men,False,7.0,28,globalization;third world;market economy;political activism;anti-globalisation activist;conference;interview;discussion;speech;global economy;speaker;general agreement on tariffs and trade;world trade organisation;hamburger;recycling;woman director
False,,0,Drama;Thriller,http://www.alsdasmeerverschwand.de/,1126,tt0385017,en,In My Father's Den,"Paul (Macfadyen), a prize-winning war journalist, returns to his remote New Zealand hometown due to the death of his father, battle-scarred and world-weary. For the discontented sixteen-year-old Celia (Barclay) he opens up a world she has only dreamed of. She actively pursues a friendship with him, fascinated by his cynicism and experience of the world beyond her small-town existence. But many, including the members of both their families (Otto, Moy), frown upon the friendship and when Celia goes missing, Paul becomes the increasingly loathed and persecuted prime suspect in her disappearance. As the violent and urgent truth gradually emerges, Paul is forced to confront the family tragedy and betrayal that he ran from as a youth, and to face the grievous consequences of silence and secrecy that has surrounded his entire adult life.",6.323198,/6ZQUlZc3nNNfiRcPYqx6FE2piBO.jpg,IFMD Ltd.;Little Bird Productions,,2004-06-11,0,126,en,Released,,In My Father's Den,False,7.5,26,brother brother relationship;soulmates;home;return;ex-girlfriend;suppressed past;village life;loss of father;province;new zealand;country life;family history;funeral;war photographer;lodge;crush;teacher;youth
